ITEMS TO SELL:
  32  ride 11 T=afternoon
  22  ride 11 T=evening
  36  ride 4 T=morning
  32  ride 4 T=afternoon
  23  ride 4 T=evening
  36  ride 10 T=morning
  32  ride 10 T=afternoon
  23  ride 10 T=evening
  37  ride 3 T=morning
  33  ride 3 T=afternoon
  23  ride 3 T=evening
  37  ride 9 T=morning
  33  ride 9 T=afternoon
  23  ride 9 T=evening
  37  ride 2 T=morning
  34  ride 2 T=afternoon
  24  ride 2 T=evening
  37  ride 8 T=morning
  34  ride 8 T=afternoon
  24  ride 8 T=evening
  38  ride 1 T=morning
  34  ride 1 T=afternoon
  24  ride 1 T=evening
------------
Name: Agent 206
Bids:
  54  ride 7 T=morning
  51  ride 7 T=afternoon
  41  ride 7 T=evening
  54  ride 13 T=morning
  51  ride 13 T=afternoon
  41  ride 13 T=evening
  55  ride 6 T=morning
  51  ride 6 T=afternoon
  41  ride 6 T=evening
  55  ride 12 T=morning
  51  ride 12 T=afternoon
  41  ride 12 T=evening
  56  ride 5 T=morning
  52  ride 5 T=afternoon
  42  ride 5 T=evening
  56  ride 11 T=morning
  52  ride 11 T=afternoon
  42  ride 11 T=evening
  56  ride 4 T=morning
  52  ride 4 T=afternoon
  43  ride 4 T=evening
  56  ride 10 T=morning
  52  ride 10 T=afternoon
  43  ride 10 T=evening
  57  ride 3 T=morning
  53  ride 3 T=afternoon
  43  ride 3 T=evening
  57  ride 9 T=morning
  53  ride 9 T=afternoon
  43  ride 9 T=evening
  57  ride 2 T=morning
  53  ride 2 T=afternoon
  44  ride 2 T=evening
  57  ride 8 T=morning
  53  ride 8 T=afternoon
  44  ride 8 T=evening
  58  ride 1 T=morning
  54  ride 1 T=afternoon
  44  ride 1 T=evening
------------
Name: Agent 335
Bids:
  47  ride 7 T=morning
  44  ride 7 T=afternoon
  34  ride 7 T=evening
  47  ride 13 T=morning
  44  ride 13 T=afternoon
  34  ride 13 T=evening
  48  ride 6 T=morning
  44  ride 6 T=afternoon
  34  ride 6 T=evening
  48  ride 12 T=morning
  44  ride 12 T=afternoon
  34  ride 12 T=evening
  49  ride 5 T=morning
  45  ride 5 T=afternoon
  35  ride 5 T=evening
  49  ride 11 T=morning
  45  ride 11 T=afternoon
  35  ride 11 T=evening
  49  ride 4 T=morning
  45  ride 4 T=afternoon
  36  ride 4 T=evening
  49  ride 10 T=morning
  45  ride 10 T=afternoon
  36  ride 10 T=evening
  50  ride 3 T=morning
  46  ride 3 T=afternoon
  36  ride 3 T=evening
  50  ride 9 T=morning
  46  ride 9 T=afternoon
  36  ride 9 T=evening
  50  ride 2 T=morning
  46  ride 2 T=afternoon
  37  ride 2 T=evening
  50  ride 8 T=morning
  46  ride 8 T=afternoon
  37  ride 8 T=evening
  51  ride 1 T=morning
  47  ride 1 T=afternoon
  37  ride 1 T=evening
------------
Name: Agent 951
Bids:
  50  ride 7 T=morning
  46  ride 7 T=afternoon
  37  ride 7 T=evening
  50  ride 13 T=morning
  46  ride 13 T=afternoon
  37  ride 13 T=evening
  51  ride 6 T=morning
  47  ride 6 T=afternoon
  37  ride 6 T=evening
  51  ride 12 T=morning
  47  ride 12 T=afternoon
  37  ride 12 T=evening
  51  ride 5 T=morning
  48  ride 5 T=afternoon
  38  ride 5 T=evening
  51  ride 11 T=morning
  48  ride 11 T=afternoon
  38  ride 11 T=evening
  52  ride 4 T=morning
  48  ride 4 T=afternoon
  38  ride 4 T=evening
  52  ride 10 T=morning
  48  ride 10 T=afternoon
  38  ride 10 T=evening
  52  ride 3 T=morning
  49  ride 3 T=afternoon
  39  ride 3 T=evening
  52  ride 9 T=morning
  49  ride 9 T=afternoon
  39  ride 9 T=evening
  53  ride 2 T=morning
  49  ride 2 T=afternoon
  39  ride 2 T=evening
  53  ride 8 T=morning
  49  ride 8 T=afternoon
  39  ride 8 T=evening
  53  ride 1 T=morning
  50  ride 1 T=afternoon
  40  ride 1 T=evening
------------
Name: Agent 425
Bids:
  46  ride 7 T=morning
  42  ride 7 T=afternoon
  32  ride 7 T=evening
  46  ride 13 T=morning
  42  ride 13 T=afternoon
  32  ride 13 T=evening
  47  ride 6 T=morning
  43  ride 6 T=afternoon
  33  ride 6 T=evening
  47  ride 12 T=morning
  43  ride 12 T=afternoon
  33  ride 12 T=evening
  47  ride 5 T=morning
  43  ride 5 T=afternoon
  34  ride 5 T=evening
  47  ride 11 T=morning
  43  ride 11 T=afternoon
  34  ride 11 T=evening
  48  ride 4 T=morning
  44  ride 4 T=afternoon
  34  ride 4 T=evening
  48  ride 10 T=morning
  44  ride 10 T=afternoon
  34  ride 10 T=evening
  48  ride 3 T=morning
  44  ride 3 T=afternoon
  35  ride 3 T=evening
  48  ride 9 T=morning
  44  ride 9 T=afternoon
  35  ride 9 T=evening
  49  ride 2 T=morning
  45  ride 2 T=afternoon
  35  ride 2 T=evening
  49  ride 8 T=morning
  45  ride 8 T=afternoon
  35  ride 8 T=evening
  49  ride 1 T=morning
  46  ride 1 T=afternoon
  36  ride 1 T=evening
------------
Name: Agent 543
Bids:
  35  ride 7 T=morning
  31  ride 7 T=afternoon
  21  ride 7 T=evening
  35  ride 13 T=morning
  31  ride 13 T=afternoon
  21  ride 13 T=evening
  36  ride 6 T=morning
  32  ride 6 T=afternoon
  22  ride 6 T=evening
  36  ride 12 T=morning
  32  ride 12 T=afternoon
  22  ride 12 T=evening
  36  ride 5 T=morning
  32  ride 5 T=afternoon
  23  ride 5 T=evening
  36  ride 11 T=morning
  32  ride 11 T=afternoon
  23  ride 11 T=evening
  37  ride 4 T=morning
  33  ride 4 T=afternoon
  23  ride 4 T=evening
  37  ride 10 T=morning
  33  ride 10 T=afternoon
  23  ride 10 T=evening
  37  ride 3 T=morning
  33  ride 3 T=afternoon
  24  ride 3 T=evening
  37  ride 9 T=morning
  33  ride 9 T=afternoon
  24  ride 9 T=evening
  38  ride 2 T=morning
  34  ride 2 T=afternoon
  24  ride 2 T=evening
  38  ride 8 T=morning
  34  ride 8 T=afternoon
  24  ride 8 T=evening
  38  ride 1 T=morning
  35  ride 1 T=afternoon
  25  ride 1 T=evening
------------
Name: Agent 991
Bids:
  24  ride 7 T=morning
  20  ride 7 T=afternoon
  10  ride 7 T=evening
  24  ride 13 T=morning
  20  ride 13 T=afternoon
  10  ride 13 T=evening
  25  ride 6 T=morning
  21  ride 6 T=afternoon
  11  ride 6 T=evening
  25  ride 12 T=morning
  21  ride 12 T=afternoon
  11  ride 12 T=evening
  25  ride 5 T=morning
  21  ride 5 T=afternoon
  12  ride 5 T=evening
  25  ride 11 T=morning
  21  ride 11 T=afternoon
  12  ride 11 T=evening
  26  ride 4 T=morning
  22  ride 4 T=afternoon
  12  ride 4 T=evening
  26  ride 10 T=morning
  22  ride 10 T=afternoon
  12  ride 10 T=evening
  26  ride 3 T=morning
  22  ride 3 T=afternoon
  13  ride 3 T=evening
  26  ride 9 T=morning
  22  ride 9 T=afternoon
  13  ride 9 T=evening
  27  ride 2 T=morning
  23  ride 2 T=afternoon
  13  ride 2 T=evening
  27  ride 8 T=morning
  23  ride 8 T=afternoon
  13  ride 8 T=evening
  27  ride 1 T=morning
  24  ride 1 T=afternoon
  14  ride 1 T=evening
------------
Name: Agent 485
Bids:
  18  ride 7 T=morning
  14  ride 7 T=afternoon
  4  ride 7 T=evening
  18  ride 13 T=morning
  14  ride 13 T=afternoon
  4  ride 13 T=evening
  18  ride 6 T=morning
  15  ride 6 T=afternoon
  5  ride 6 T=evening
  18  ride 12 T=morning
  15  ride 12 T=afternoon
  5  ride 12 T=evening
  19  ride 5 T=morning
  15  ride 5 T=afternoon
  6  ride 5 T=evening
  19  ride 11 T=morning
  15  ride 11 T=afternoon
  6  ride 11 T=evening
  20  ride 4 T=morning
  16  ride 4 T=afternoon
  6  ride 4 T=evening
  20  ride 10 T=morning
  16  ride 10 T=afternoon
  6  ride 10 T=evening
  20  ride 3 T=morning
  16  ride 3 T=afternoon
  7  ride 3 T=evening
  20  ride 9 T=morning
  16  ride 9 T=afternoon
  7  ride 9 T=evening
  21  ride 2 T=morning
  17  ride 2 T=afternoon
  7  ride 2 T=evening
  21  ride 8 T=morning
  17  ride 8 T=afternoon
  7  ride 8 T=evening
  21  ride 1 T=morning
  17  ride 1 T=afternoon
  8  ride 1 T=evening
------------
Name: Agent 65
Bids:
  15  ride 7 T=morning
  11  ride 7 T=afternoon
  2  ride 7 T=evening
  15  ride 13 T=morning
  11  ride 13 T=afternoon
  2  ride 13 T=evening
  16  ride 6 T=morning
  12  ride 6 T=afternoon
  2  ride 6 T=evening
  16  ride 12 T=morning
  12  ride 12 T=afternoon
  2  ride 12 T=evening
  16  ride 5 T=morning
  13  ride 5 T=afternoon
  3  ride 5 T=evening
  16  ride 11 T=morning
  13  ride 11 T=afternoon
  3  ride 11 T=evening
  17  ride 4 T=morning
  13  ride 4 T=afternoon
  3  ride 4 T=evening
  17  ride 10 T=morning
  13  ride 10 T=afternoon
  3  ride 10 T=evening
  17  ride 3 T=morning
  14  ride 3 T=afternoon
  4  ride 3 T=evening
  17  ride 9 T=morning
  14  ride 9 T=afternoon
  4  ride 9 T=evening
  18  ride 2 T=morning
  14  ride 2 T=afternoon
  4  ride 2 T=evening
  18  ride 8 T=morning
  14  ride 8 T=afternoon
  4  ride 8 T=evening
  18  ride 1 T=morning
  15  ride 1 T=afternoon
  5  ride 1 T=evening
------------
Name: Agent 898
Bids:
  54  ride 7 T=morning
  51  ride 7 T=afternoon
  41  ride 7 T=evening
  54  ride 13 T=morning
  51  ride 13 T=afternoon
  41  ride 13 T=evening
  55  ride 6 T=morning
  51  ride 6 T=afternoon
  41  ride 6 T=evening
  55  ride 12 T=morning
  51  ride 12 T=afternoon
  41  ride 12 T=evening
  56  ride 5 T=morning
  52  ride 5 T=afternoon
  42  ride 5 T=evening
  56  ride 11 T=morning
  52  ride 11 T=afternoon
  42  ride 11 T=evening
  56  ride 4 T=morning
  52  ride 4 T=afternoon
  43  ride 4 T=evening
  56  ride 10 T=morning
  52  ride 10 T=afternoon
  43  ride 10 T=evening
  57  ride 3 T=morning
  53  ride 3 T=afternoon
  43  ride 3 T=evening
  57  ride 9 T=morning
  53  ride 9 T=afternoon
  43  ride 9 T=evening
  57  ride 2 T=morning
  53  ride 2 T=afternoon
  44  ride 2 T=evening
  57  ride 8 T=morning
  53  ride 8 T=afternoon
  44  ride 8 T=evening
  58  ride 1 T=morning
  54  ride 1 T=afternoon
  44  ride 1 T=evening
------------
Name: Agent 151
Bids:
  12  ride 7 T=morning
  8  ride 7 T=afternoon
  1  ride 7 T=evening
  12  ride 13 T=morning
  8  ride 13 T=afternoon
  1  ride 13 T=evening
  13  ride 6 T=morning
  9  ride 6 T=afternoon
  1  ride 6 T=evening
  13  ride 12 T=morning
  9  ride 12 T=afternoon
  1  ride 12 T=evening
  13  ride 5 T=morning
  9  ride 5 T=afternoon
  1  ride 5 T=evening
  13  ride 11 T=morning
  9  ride 11 T=afternoon
  1  ride 11 T=evening
  14  ride 4 T=morning
  10  ride 4 T=afternoon
  1  ride 4 T=evening
  14  ride 10 T=morning
  10  ride 10 T=afternoon
  1  ride 10 T=evening
  14  ride 3 T=morning
  11  ride 3 T=afternoon
  1  ride 3 T=evening
  14  ride 9 T=morning
  11  ride 9 T=afternoon
  1  ride 9 T=evening
  15  ride 2 T=morning
  11  ride 2 T=afternoon
  1  ride 2 T=evening
  15  ride 8 T=morning
  11  ride 8 T=afternoon
  1  ride 8 T=evening
  15  ride 1 T=morning
  12  ride 1 T=afternoon
  2  ride 1 T=evening
------------
Name: Agent 139
Bids:
  23  ride 7 T=morning
  20  ride 7 T=afternoon
  10  ride 7 T=evening
  23  ride 13 T=morning
  20  ride 13 T=afternoon
  10  ride 13 T=evening
  24  ride 6 T=morning
  20  ride 6 T=afternoon
  10  ride 6 T=evening
  24  ride 12 T=morning
  20  ride 12 T=afternoon
  10  ride 12 T=evening
  24  ride 5 T=morning
  21  ride 5 T=afternoon
  11  ride 5 T=evening
  24  ride 11 T=morning
  21  ride 11 T=afternoon
  11  ride 11 T=evening
  25  ride 4 T=morning
  21  ride 4 T=afternoon
  12  ride 4 T=evening
  25  ride 10 T=morning
  21  ride 10 T=afternoon
  12  ride 10 T=evening
  26  ride 3 T=morning
  22  ride 3 T=afternoon
  12  ride 3 T=evening
  26  ride 9 T=morning
  22  ride 9 T=afternoon
  12  ride 9 T=evening
  26  ride 2 T=morning
  22  ride 2 T=afternoon
  13  ride 2 T=evening
  26  ride 8 T=morning
  22  ride 8 T=afternoon
  13  ride 8 T=evening
  27  ride 1 T=morning
  23  ride 1 T=afternoon
  13  ride 1 T=evening
------------
Name: Agent 635
Bids:
  25  ride 7 T=morning
  21  ride 7 T=afternoon
  11  ride 7 T=evening
  25  ride 13 T=morning
  21  ride 13 T=afternoon
  11  ride 13 T=evening
  25  ride 6 T=morning
  21  ride 6 T=afternoon
  12  ride 6 T=evening
  25  ride 12 T=morning
  21  ride 12 T=afternoon
  12  ride 12 T=evening
  26  ride 5 T=morning
  22  ride 5 T=afternoon
  12  ride 5 T=evening
  26  ride 11 T=morning
  22  ride 11 T=afternoon
  12  ride 11 T=evening
  26  ride 4 T=morning
  23  ride 4 T=afternoon
  13  ride 4 T=evening
  26  ride 10 T=morning
  23  ride 10 T=afternoon
  13  ride 10 T=evening
  27  ride 3 T=morning
  23  ride 3 T=afternoon
  13  ride 3 T=evening
  27  ride 9 T=morning
  23  ride 9 T=afternoon
  13  ride 9 T=evening
  27  ride 2 T=morning
  24  ride 2 T=afternoon
  14  ride 2 T=evening
  27  ride 8 T=morning
  24  ride 8 T=afternoon
  14  ride 8 T=evening
  28  ride 1 T=morning
  24  ride 1 T=afternoon
  14  ride 1 T=evening
------------
Name: Agent 998
Bids:
  51  ride 7 T=morning
  47  ride 7 T=afternoon
  37  ride 7 T=evening
  51  ride 13 T=morning
  47  ride 13 T=afternoon
  37  ride 13 T=evening
  51  ride 6 T=morning
  48  ride 6 T=afternoon
  38  ride 6 T=evening
  51  ride 12 T=morning
  48  ride 12 T=afternoon
  38  ride 12 T=evening
  52  ride 5 T=morning
  48  ride 5 T=afternoon
  38  ride 5 T=evening
  52  ride 11 T=morning
  48  ride 11 T=afternoon
  38  ride 11 T=evening
  53  ride 4 T=morning
  49  ride 4 T=afternoon
  39  ride 4 T=evening
  53  ride 10 T=morning
  49  ride 10 T=afternoon
  39  ride 10 T=evening
  53  ride 3 T=morning
  49  ride 3 T=afternoon
  40  ride 3 T=evening
  53  ride 9 T=morning
  49  ride 9 T=afternoon
  40  ride 9 T=evening
  54  ride 2 T=morning
  50  ride 2 T=afternoon
  40  ride 2 T=evening
  54  ride 8 T=morning
  50  ride 8 T=afternoon
  40  ride 8 T=evening
  54  ride 1 T=morning
  50  ride 1 T=afternoon
  41  ride 1 T=evening
------------
Name: Agent 339
Bids:
  25  ride 7 T=morning
  21  ride 7 T=afternoon
  11  ride 7 T=evening
  25  ride 13 T=morning
  21  ride 13 T=afternoon
  11  ride 13 T=evening
  25  ride 6 T=morning
  22  ride 6 T=afternoon
  12  ride 6 T=evening
  25  ride 12 T=morning
  22  ride 12 T=afternoon
  12  ride 12 T=evening
  26  ride 5 T=morning
  22  ride 5 T=afternoon
  13  ride 5 T=evening
  26  ride 11 T=morning
  22  ride 11 T=afternoon
  13  ride 11 T=evening
  27  ride 4 T=morning
  23  ride 4 T=afternoon
  13  ride 4 T=evening
  27  ride 10 T=morning
  23  ride 10 T=afternoon
  13  ride 10 T=evening
  27  ride 3 T=morning
  23  ride 3 T=afternoon
  14  ride 3 T=evening
  27  ride 9 T=morning
  23  ride 9 T=afternoon
  14  ride 9 T=evening
  28  ride 2 T=morning
  24  ride 2 T=afternoon
  14  ride 2 T=evening
  28  ride 8 T=morning
  24  ride 8 T=afternoon
  14  ride 8 T=evening
  28  ride 1 T=morning
  24  ride 1 T=afternoon
  15  ride 1 T=evening
------------
Name: Agent 492
Bids:
  46  ride 7 T=morning
  42  ride 7 T=afternoon
  32  ride 7 T=evening
  46  ride 13 T=morning
  42  ride 13 T=afternoon
  32  ride 13 T=evening
  47  ride 6 T=morning
  43  ride 6 T=afternoon
  33  ride 6 T=evening
  47  ride 12 T=morning
  43  ride 12 T=afternoon
  33  ride 12 T=evening
  47  ride 5 T=morning
  43  ride 5 T=afternoon
  34  ride 5 T=evening
  47  ride 11 T=morning
  43  ride 11 T=afternoon
  34  ride 11 T=evening
  48  ride 4 T=morning
  44  ride 4 T=afternoon
  34  ride 4 T=evening
  48  ride 10 T=morning
  44  ride 10 T=afternoon
  34  ride 10 T=evening
  48  ride 3 T=morning
  44  ride 3 T=afternoon
  35  ride 3 T=evening
  48  ride 9 T=morning
  44  ride 9 T=afternoon
  35  ride 9 T=evening
  49  ride 2 T=morning
  45  ride 2 T=afternoon
  35  ride 2 T=evening
  49  ride 8 T=morning
  45  ride 8 T=afternoon
  35  ride 8 T=evening
  49  ride 1 T=morning
  46  ride 1 T=afternoon
  36  ride 1 T=evening
------------
Name: Agent 309
Bids:
  16  ride 7 T=morning
  13  ride 7 T=afternoon
  3  ride 7 T=evening
  16  ride 13 T=morning
  13  ride 13 T=afternoon
  3  ride 13 T=evening
  17  ride 6 T=morning
  13  ride 6 T=afternoon
  3  ride 6 T=evening
  17  ride 12 T=morning
  13  ride 12 T=afternoon
  3  ride 12 T=evening
  17  ride 5 T=morning
  14  ride 5 T=afternoon
  4  ride 5 T=evening
  17  ride 11 T=morning
  14  ride 11 T=afternoon
  4  ride 11 T=evening
  18  ride 4 T=morning
  14  ride 4 T=afternoon
  5  ride 4 T=evening
  18  ride 10 T=morning
  14  ride 10 T=afternoon
  5  ride 10 T=evening
  19  ride 3 T=morning
  15  ride 3 T=afternoon
  5  ride 3 T=evening
  19  ride 9 T=morning
  15  ride 9 T=afternoon
  5  ride 9 T=evening
  19  ride 2 T=morning
  15  ride 2 T=afternoon
  6  ride 2 T=evening
  19  ride 8 T=morning
  15  ride 8 T=afternoon
  6  ride 8 T=evening
  20  ride 1 T=morning
  16  ride 1 T=afternoon
  6  ride 1 T=evening
------------
Name: Agent 88
Bids:
  52  ride 7 T=morning
  49  ride 7 T=afternoon
  39  ride 7 T=evening
  52  ride 13 T=morning
  49  ride 13 T=afternoon
  39  ride 13 T=evening
  53  ride 6 T=morning
  49  ride 6 T=afternoon
  39  ride 6 T=evening
  53  ride 12 T=morning
  49  ride 12 T=afternoon
  39  ride 12 T=evening
  53  ride 5 T=morning
  50  ride 5 T=afternoon
  40  ride 5 T=evening
  53  ride 11 T=morning
  50  ride 11 T=afternoon
  40  ride 11 T=evening
  54  ride 4 T=morning
  50  ride 4 T=afternoon
  41  ride 4 T=evening
  54  ride 10 T=morning
  50  ride 10 T=afternoon
  41  ride 10 T=evening
  55  ride 3 T=morning
  51  ride 3 T=afternoon
  41  ride 3 T=evening
  55  ride 9 T=morning
  51  ride 9 T=afternoon
  41  ride 9 T=evening
  55  ride 2 T=morning
  51  ride 2 T=afternoon
  42  ride 2 T=evening
  55  ride 8 T=morning
  51  ride 8 T=afternoon
  42  ride 8 T=evening
  56  ride 1 T=morning
  52  ride 1 T=afternoon
  42  ride 1 T=evening
------------
Name: Agent 737
Bids:
  45  ride 7 T=morning
  41  ride 7 T=afternoon
  31  ride 7 T=evening
  45  ride 13 T=morning
  41  ride 13 T=afternoon
  31  ride 13 T=evening
  45  ride 6 T=morning
  42  ride 6 T=afternoon
  32  ride 6 T=evening
  45  ride 12 T=morning
  42  ride 12 T=afternoon
  32  ride 12 T=evening
  46  ride 5 T=morning
  42  ride 5 T=afternoon
  32  ride 5 T=evening
  46  ride 11 T=morning
  42  ride 11 T=afternoon
  32  ride 11 T=evening
  46  ride 4 T=morning
  43  ride 4 T=afternoon
  33  ride 4 T=evening
  46  ride 10 T=morning
  43  ride 10 T=afternoon
  33  ride 10 T=evening
  47  ride 3 T=morning
  43  ride 3 T=afternoon
  34  ride 3 T=evening
  47  ride 9 T=morning
  43  ride 9 T=afternoon
  34  ride 9 T=evening
  48  ride 2 T=morning
  44  ride 2 T=afternoon
  34  ride 2 T=evening
  48  ride 8 T=morning
  44  ride 8 T=afternoon
  34  ride 8 T=evening
  48  ride 1 T=morning
  44  ride 1 T=afternoon
  35  ride 1 T=evening
------------
Name: Agent 184
Bids:
  29  ride 7 T=morning
  25  ride 7 T=afternoon
  15  ride 7 T=evening
  29  ride 13 T=morning
  25  ride 13 T=afternoon
  15  ride 13 T=evening
  29  ride 6 T=morning
  26  ride 6 T=afternoon
  16  ride 6 T=evening
  29  ride 12 T=morning
  26  ride 12 T=afternoon
  16  ride 12 T=evening
  30  ride 5 T=morning
  26  ride 5 T=afternoon
  17  ride 5 T=evening
  30  ride 11 T=morning
  26  ride 11 T=afternoon
  17  ride 11 T=evening
  31  ride 4 T=morning
  27  ride 4 T=afternoon
  17  ride 4 T=evening
  31  ride 10 T=morning
  27  ride 10 T=afternoon
  17  ride 10 T=evening
  31  ride 3 T=morning
  27  ride 3 T=afternoon
  18  ride 3 T=evening
  31  ride 9 T=morning
  27  ride 9 T=afternoon
  18  ride 9 T=evening
  32  ride 2 T=morning
  28  ride 2 T=afternoon
  18  ride 2 T=evening
  32  ride 8 T=morning
  28  ride 8 T=afternoon
  18  ride 8 T=evening
  32  ride 1 T=morning
  28  ride 1 T=afternoon
  19  ride 1 T=evening
------------
Name: Agent 341
Bids:
  48  ride 7 T=morning
  44  ride 7 T=afternoon
  34  ride 7 T=evening
  48  ride 13 T=morning
  44  ride 13 T=afternoon
  34  ride 13 T=evening
  49  ride 6 T=morning
  45  ride 6 T=afternoon
  35  ride 6 T=evening
  49  ride 12 T=morning
  45  ride 12 T=afternoon
  35  ride 12 T=evening
  49  ride 5 T=morning
  45  ride 5 T=afternoon
  36  ride 5 T=evening
  49  ride 11 T=morning
  45  ride 11 T=afternoon
  36  ride 11 T=evening
  50  ride 4 T=morning
  46  ride 4 T=afternoon
  36  ride 4 T=evening
  50  ride 10 T=morning
  46  ride 10 T=afternoon
  36  ride 10 T=evening
  50  ride 3 T=morning
  46  ride 3 T=afternoon
  37  ride 3 T=evening
  50  ride 9 T=morning
  46  ride 9 T=afternoon
  37  ride 9 T=evening
  51  ride 2 T=morning
  47  ride 2 T=afternoon
  37  ride 2 T=evening
  51  ride 8 T=morning
  47  ride 8 T=afternoon
  37  ride 8 T=evening
  51  ride 1 T=morning
  48  ride 1 T=afternoon
  38  ride 1 T=evening
------------
Name: Agent 131
Bids:
  46  ride 7 T=morning
  43  ride 7 T=afternoon
  33  ride 7 T=evening
  46  ride 13 T=morning
  43  ride 13 T=afternoon
  33  ride 13 T=evening
  47  ride 6 T=morning
  43  ride 6 T=afternoon
  33  ride 6 T=evening
  47  ride 12 T=morning
  43  ride 12 T=afternoon
  33  ride 12 T=evening
  47  ride 5 T=morning
  44  ride 5 T=afternoon
  34  ride 5 T=evening
  47  ride 11 T=morning
  44  ride 11 T=afternoon
  34  ride 11 T=evening
  48  ride 4 T=morning
  44  ride 4 T=afternoon
  34  ride 4 T=evening
  48  ride 10 T=morning
  44  ride 10 T=afternoon
  34  ride 10 T=evening
  49  ride 3 T=morning
  45  ride 3 T=afternoon
  35  ride 3 T=evening
  49  ride 9 T=morning
